"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
658,"2001-08-20 00:00:00","USD","FRF",6.3962,6.3964,"2001-08-20 00:00:00"
659,"2001-08-20 00:00:00","USD","GBP",0.6109,0.6118,"2001-08-20 00:00:00"
660,"2001-08-20 00:00:00","USD","JPY",101.65,101.657,"2001-08-20 00:00:00"
661,"2001-08-20 00:00:00","USD","MXN",9.41,9.4199,"2001-08-20 00:00:00"
662,"2001-08-20 00:00:00","USD","SAR",3.7507,3.7572,"2001-08-20 00:00:00"
663,"2001-08-20 00:00:00","USD","VEB",649.75,649.7699,"2001-08-20 00:00:00"
664,"2001-08-21 00:00:00","USD","ARS",0.9999,0.9993,"2001-08-21 00:00:00"
665,"2001-08-21 00:00:00","USD","AUD",1.5271,1.5268,"2001-08-21 00:00:00"
666,"2001-08-21 00:00:00","USD","BRL",1.85,1.85,"2001-08-21 00:00:00"
667,"2001-08-21 00:00:00","USD","CAD",1.4521,1.4426,"2001-08-21 00:00:00"
668,"2001-08-21 00:00:00","USD","CNY",8.2806,8.2797,"2001-08-21 00:00:00"
669,"2001-08-21 00:00:00","USD","DEM",1.8977,1.8971,"2001-08-21 00:00:00"
670,"2001-08-21 00:00:00","USD","EUR",0.9703,0.97,"2001-08-21 00:00:00"
671,"2001-08-21 00:00:00","USD","FRF",6.3651,6.3642,"2001-08-21 00:00:00"
672,"2001-08-21 00:00:00","USD","GBP",0.6114,0.6107,"2001-08-21 00:00:00"
673,"2001-08-21 00:00:00","USD","JPY",103.304,103.294,"2001-08-21 00:00:00"
674,"2001-08-21 00:00:00","USD","MXN",9.5792,9.5719,"2001-08-21 00:00:00"
675,"2001-08-21 00:00:00","USD","SAR",3.7509,3.7505,"2001-08-21 00:00:00"
676,"2001-08-21 00:00:00","USD","VEB",650.5,650.49,"2001-08-21 00:00:00"
677,"2001-08-22 00:00:00","USD","ARS",0.9999,1.0,"2001-08-22 00:00:00"
678,"2001-08-22 00:00:00","USD","AUD",1.5192,1.5194,"2001-08-22 00:00:00"
679,"2001-08-22 00:00:00","USD","BRL",1.852,1.856,"2001-08-22 00:00:00"
680,"2001-08-22 00:00:00","USD","CAD",1.4494,1.4498,"2001-08-22 00:00:00"
681,"2001-08-22 00:00:00","USD","CNY",8.2805,8.2811,"2001-08-22 00:00:00"
682,"2001-08-22 00:00:00","USD","DEM",1.8955,1.8956,"2001-08-22 00:00:00"
683,"2001-08-22 00:00:00","USD","EUR",0.969,0.9693,"2001-08-22 00:00:00"
684,"2001-08-22 00:00:00","USD","FRF",6.3571,6.3578,"2001-08-22 00:00:00"
685,"2001-08-22 00:00:00","USD","GBP",0.6092,0.6096,"2001-08-22 00:00:00"
686,"2001-08-22 00:00:00","USD","JPY",104.305,104.372,"2001-08-22 00:00:00"
687,"2001-08-22 00:00:00","USD","MXN",9.5229,9.5269,"2001-08-22 00:00:00"
688,"2001-08-22 00:00:00","USD","SAR",3.7505,3.7572,"2001-08-22 00:00:00"
689,"2001-08-22 00:00:00","USD","VEB",650.0099,650.0499,"2001-08-22 00:00:00"
690,"2001-08-23 00:00:00","USD","ARS",0.9999,0.9999,"2001-08-23 00:00:00"
691,"2001-08-23 00:00:00","USD","AUD",1.5296,1.5287,"2001-08-23 00:00:00"
692,"2001-08-23 00:00:00","USD","BRL",1.842,1.832,"2001-08-23 00:00:00"
693,"2001-08-23 00:00:00","USD","CAD",1.4598,1.4542,"2001-08-23 00:00:00"
694,"2001-08-23 00:00:00","USD","CNY",8.2805,8.2803,"2001-08-23 00:00:00"
695,"2001-08-23 00:00:00","USD","DEM",1.8965,1.8956,"2001-08-23 00:00:00"
696,"2001-08-23 00:00:00","USD","EUR",0.9697,0.9689,"2001-08-23 00:00:00"
697,"2001-08-23 00:00:00","USD","FRF",6.3605,6.3601,"2001-08-23 00:00:00"
698,"2001-08-23 00:00:00","USD","GBP",0.6075,0.6075,"2001-08-23 00:00:00"
699,"2001-08-23 00:00:00","USD","JPY",105.269,105.206,"2001-08-23 00:00:00"
700,"2001-08-23 00:00:00","USD","MXN",9.57,9.5619,"2001-08-23 00:00:00"
701,"2001-08-23 00:00:00","USD","SAR",3.7505,3.7477,"2001-08-23 00:00:00"
702,"2001-08-23 00:00:00","USD","VEB",650.5099,650.48,"2001-08-23 00:00:00"
703,"2001-08-24 00:00:00","USD","ARS",0.9996,0.9999,"2001-08-24 00:00:00"
704,"2001-08-24 00:00:00","USD","AUD",1.5271,1.5281,"2001-08-24 00:00:00"
705,"2001-08-24 00:00:00","USD","BRL",1.829,1.836,"2001-08-24 00:00:00"
706,"2001-08-24 00:00:00","USD","CAD",1.4568,1.4584,"2001-08-24 00:00:00"
707,"2001-08-24 00:00:00","USD","CNY",8.2802,8.2807,"2001-08-24 00:00:00"
708,"2001-08-24 00:00:00","USD","DEM",1.9008,1.9012,"2001-08-24 00:00:00"
709,"2001-08-24 00:00:00","USD","EUR",0.9718,0.9719,"2001-08-24 00:00:00"
710,"2001-08-24 00:00:00","USD","FRF",6.375,6.3761,"2001-08-24 00:00:00"
711,"2001-08-24 00:00:00","USD","GBP",0.6105,0.6111,"2001-08-24 00:00:00"
712,"2001-08-24 00:00:00","USD","JPY",105.376,105.452,"2001-08-24 00:00:00"
713,"2001-08-24 00:00:00","USD","MXN",9.4749,9.4789,"2001-08-24 00:00:00"
714,"2001-08-24 00:00:00","USD","SAR",3.7505,3.7565,"2001-08-24 00:00:00"
715,"2001-08-24 00:00:00","USD","VEB",650.75,650.7999,"2001-08-24 00:00:00"
716,"2001-08-25 00:00:00","USD","ARS",0.9996,0.9988,"2001-08-25 00:00:00"
717,"2001-08-25 00:00:00","USD","AUD",1.5271,1.5269,"2001-08-25 00:00:00"
718,"2001-08-25 00:00:00","USD","BRL",1.829,1.821,"2001-08-25 00:00:00"
719,"2001-08-25 00:00:00","USD","CAD",1.4581,1.4493,"2001-08-25 00:00:00"
720,"2001-08-25 00:00:00","USD","CNY",8.2802,8.2797,"2001-08-25 00:00:00"
721,"2001-08-25 00:00:00","USD","DEM",1.8996,1.8995,"2001-08-25 00:00:00"
722,"2001-08-25 00:00:00","USD","EUR",0.9713,0.9707,"2001-08-25 00:00:00"
723,"2001-08-25 00:00:00","USD","FRF",6.371,6.3701,"2001-08-25 00:00:00"
724,"2001-08-25 00:00:00","USD","GBP",0.61,0.6099,"2001-08-25 00:00:00"
725,"2001-08-25 00:00:00","USD","JPY",105.25,105.212,"2001-08-25 00:00:00"
726,"2001-08-25 00:00:00","USD","MXN",9.4749,9.467,"2001-08-25 00:00:00"
727,"2001-08-25 00:00:00","USD","SAR",3.7505,3.7504,"2001-08-25 00:00:00"
728,"2001-08-25 00:00:00","USD","VEB",650.75,650.71,"2001-08-25 00:00:00"
729,"2001-08-26 00:00:00","USD","ARS",0.9996,1.0,"2001-08-26 00:00:00"
730,"2001-08-26 00:00:00","USD","AUD",1.5269,1.527,"2001-08-26 00:00:00"
731,"2001-08-26 00:00:00","USD","BRL",1.829,1.829,"2001-08-26 00:00:00"
732,"2001-08-26 00:00:00","USD","CAD",1.4564,1.4574,"2001-08-26 00:00:00"
733,"2001-08-26 00:00:00","USD","CNY",8.2802,8.2805,"2001-08-26 00:00:00"
734,"2001-08-26 00:00:00","USD","DEM",1.9007,1.9011,"2001-08-26 00:00:00"
735,"2001-08-26 00:00:00","USD","EUR",0.9718,0.9721,"2001-08-26 00:00:00"
736,"2001-08-26 00:00:00","USD","FRF",6.3746,6.375,"2001-08-26 00:00:00"
737,"2001-08-26 00:00:00","USD","GBP",0.6099,0.6104,"2001-08-26 00:00:00"
738,"2001-08-26 00:00:00","USD","JPY",105.124,105.176,"2001-08-26 00:00:00"
739,"2001-08-26 00:00:00","USD","MXN",9.4749,9.48,"2001-08-26 00:00:00"
740,"2001-08-26 00:00:00","USD","SAR",3.7505,3.7524,"2001-08-26 00:00:00"
741,"2001-08-26 00:00:00","USD","VEB",650.75,650.83,"2001-08-26 00:00:00"
742,"2001-08-27 00:00:00","USD","ARS",0.9999,0.9999,"2001-08-27 00:00:00"
743,"2001-08-27 00:00:00","USD","AUD",1.5238,1.5235,"2001-08-27 00:00:00"
744,"2001-08-27 00:00:00","USD","BRL",1.8149,1.8089,"2001-08-27 00:00:00"
745,"2001-08-27 00:00:00","USD","CAD",1.456,1.453,"2001-08-27 00:00:00"
746,"2001-08-27 00:00:00","USD","CNY",8.2802,8.28,"2001-08-27 00:00:00"
747,"2001-08-27 00:00:00","USD","DEM",1.9078,1.907,"2001-08-27 00:00:00"
748,"2001-08-27 00:00:00","USD","EUR",0.9755,0.9748,"2001-08-27 00:00:00"
749,"2001-08-27 00:00:00","USD","FRF",6.3987,6.3987,"2001-08-27 00:00:00"
750,"2001-08-27 00:00:00","USD","GBP",0.6111,0.6104,"2001-08-27 00:00:00"
751,"2001-08-27 00:00:00","USD","JPY",105.2,105.154,"2001-08-27 00:00:00"
752,"2001-08-27 00:00:00","USD","MXN",9.4649,9.457,"2001-08-27 00:00:00"
753,"2001-08-27 00:00:00","USD","SAR",3.7503,3.7502,"2001-08-27 00:00:00"
754,"2001-08-27 00:00:00","USD","VEB",652.0,651.97,"2001-08-27 00:00:00"
755,"2001-08-28 00:00:00","USD","ARS",0.9999,1.0003,"2001-08-28 00:00:00"
756,"2001-08-28 00:00:00","USD","AUD",1.5206,1.5213,"2001-08-28 00:00:00"
757,"2001-08-28 00:00:00","USD","BRL",1.823,1.825,"2001-08-28 00:00:00"
758,"2001-08-28 00:00:00","USD","CAD",1.4578,1.4625,"2001-08-28 00:00:00"
759,"2001-08-28 00:00:00","USD","CNY",8.2803,8.2811,"2001-08-28 00:00:00"
760,"2001-08-28 00:00:00","USD","DEM",1.893,1.8936,"2001-08-28 00:00:00"
761,"2001-08-28 00:00:00","USD","EUR",0.9678,0.9681,"2001-08-28 00:00:00"
762,"2001-08-28 00:00:00","USD","FRF",6.3487,6.3489,"2001-08-28 00:00:00"
763,"2001-08-28 00:00:00","USD","GBP",0.6069,0.6071,"2001-08-28 00:00:00"
764,"2001-08-28 00:00:00","USD","JPY",106.061,106.086,"2001-08-28 00:00:00"
765,"2001-08-28 00:00:00","USD","MXN",9.522,9.5229,"2001-08-28 00:00:00"
766,"2001-08-28 00:00:00","USD","SAR",3.7504,3.7585,"2001-08-28 00:00:00"
767,"2001-08-28 00:00:00","USD","VEB",651.75,651.75,"2001-08-28 00:00:00"
768,"2001-08-29 00:00:00","USD","ARS",0.9999,0.999,"2001-08-29 00:00:00"
769,"2001-08-29 00:00:00","USD","AUD",1.5187,1.5185,"2001-08-29 00:00:00"
770,"2001-08-29 00:00:00","USD","BRL",1.829,1.821,"2001-08-29 00:00:00"
771,"2001-08-29 00:00:00","USD","CAD",1.454,1.4535,"2001-08-29 00:00:00"
772,"2001-08-29 00:00:00","USD","CNY",8.2804,8.2803,"2001-08-29 00:00:00"
773,"2001-08-29 00:00:00","USD","DEM",1.8978,1.8976,"2001-08-29 00:00:00"
774,"2001-08-29 00:00:00","USD","EUR",0.9704,0.9697,"2001-08-29 00:00:00"
775,"2001-08-29 00:00:00","USD","FRF",6.3651,6.3646,"2001-08-29 00:00:00"
776,"2001-08-29 00:00:00","USD","GBP",0.607,0.6065,"2001-08-29 00:00:00"
777,"2001-08-29 00:00:00","USD","JPY",105.97,105.9,"2001-08-29 00:00:00"
778,"2001-08-29 00:00:00","USD","MXN",9.5427,9.541,"2001-08-29 00:00:00"
779,"2001-08-29 00:00:00","USD","SAR",3.7504,3.7484,"2001-08-29 00:00:00"
780,"2001-08-29 00:00:00","USD","VEB",652.6499,652.5599,"2001-08-29 00:00:00"
781,"2001-08-30 00:00:00","USD","ARS",0.9998,1.0003,"2001-08-30 00:00:00"
782,"2001-08-30 00:00:00","USD","AUD",1.4998,1.5003,"2001-08-30 00:00:00"
783,"2001-08-30 00:00:00","USD","BRL",1.8129,1.8149,"2001-08-30 00:00:00"
784,"2001-08-30 00:00:00","USD","CAD",1.4508,1.4552,"2001-08-30 00:00:00"
785,"2001-08-30 00:00:00","USD","CNY",8.2805,8.2815,"2001-08-30 00:00:00"
786,"2001-08-30 00:00:00","USD","DEM",1.9075,1.9077,"2001-08-30 00:00:00"
787,"2001-08-30 00:00:00","USD","EUR",0.9752,0.9758,"2001-08-30 00:00:00"
788,"2001-08-30 00:00:00","USD","FRF",6.3975,6.3977,"2001-08-30 00:00:00"
789,"2001-08-30 00:00:00","USD","GBP",0.6075,0.6076,"2001-08-30 00:00:00"
790,"2001-08-30 00:00:00","USD","JPY",106.15,106.2,"2001-08-30 00:00:00"
791,"2001-08-30 00:00:00","USD","MXN",9.4849,9.492,"2001-08-30 00:00:00"
792,"2001-08-30 00:00:00","USD","SAR",3.7504,3.753,"2001-08-30 00:00:00"
793,"2001-08-30 00:00:00","USD","VEB",652.5,652.5299,"2001-08-30 00:00:00"
794,"2001-08-31 00:00:00","USD","ARS",0.9992,0.9989,"2001-08-31 00:00:00"
795,"2001-08-31 00:00:00","USD","AUD",1.5015,1.5004,"2001-08-31 00:00:00"
796,"2001-08-31 00:00:00","USD","BRL",1.8049,1.8,"2001-08-31 00:00:00"
797,"2001-08-31 00:00:00","USD","CAD",1.45,1.4421,"2001-08-31 00:00:00"
798,"2001-08-31 00:00:00","USD","CNY",8.2805,8.2797,"2001-08-31 00:00:00"
799,"2001-08-31 00:00:00","USD","DEM",1.9285,1.9276,"2001-08-31 00:00:00"
800,"2001-08-31 00:00:00","USD","EUR",0.9859,0.9857,"2001-08-31 00:00:00"
801,"2001-08-31 00:00:00","USD","FRF",6.4679,6.4679,"2001-08-31 00:00:00"
802,"2001-08-31 00:00:00","USD","GBP",0.6119,0.6115,"2001-08-31 00:00:00"
803,"2001-08-31 00:00:00","USD","JPY",105.794,105.759,"2001-08-31 00:00:00"
804,"2001-08-31 00:00:00","USD","MXN",9.4299,9.422,"2001-08-31 00:00:00"
805,"2001-08-31 00:00:00","USD","SAR",3.7503,3.746,"2001-08-31 00:00:00"
806,"2001-08-31 00:00:00","USD","VEB",651.85,651.8099,"2001-08-31 00:00:00"
807,"2001-09-01 00:00:00","USD","ARS",0.9992,0.9996,"2001-09-01 00:00:00"
808,"2001-09-01 00:00:00","USD","AUD",1.5038,1.5044,"2001-09-01 00:00:00"
809,"2001-09-01 00:00:00","USD","BRL",1.8049,1.814,"2001-09-01 00:00:00"
810,"2001-09-01 00:00:00","USD","CAD",1.45,1.4515,"2001-09-01 00:00:00"
811,"2001-09-01 00:00:00","USD","CNY",8.2805,8.2809,"2001-09-01 00:00:00"
812,"2001-09-01 00:00:00","USD","DEM",1.9296,1.9303,"2001-09-01 00:00:00"
813,"2001-09-01 00:00:00","USD","EUR",0.9866,0.9875,"2001-09-01 00:00:00"
814,"2001-09-01 00:00:00","USD","FRF",6.4715,6.4721,"2001-09-01 00:00:00"
815,"2001-09-01 00:00:00","USD","GBP",0.6116,0.6118,"2001-09-01 00:00:00"
816,"2001-09-01 00:00:00","USD","JPY",106.08,106.124,"2001-09-01 00:00:00"
817,"2001-09-01 00:00:00","USD","MXN",9.4299,9.4369,"2001-09-01 00:00:00"
818,"2001-09-01 00:00:00","USD","SAR",3.7503,3.7519,"2001-09-01 00:00:00"
819,"2001-09-01 00:00:00","USD","VEB",651.85,651.9099,"2001-09-01 00:00:00"
820,"2001-09-02 00:00:00","USD","ARS",0.9992,0.999,"2001-09-02 00:00:00"
821,"2001-09-02 00:00:00","USD","AUD",1.5025,1.502,"2001-09-02 00:00:00"
822,"2001-09-02 00:00:00","USD","BRL",1.8049,1.8049,"2001-09-02 00:00:00"
823,"2001-09-02 00:00:00","USD","CAD",1.4502,1.441,"2001-09-02 00:00:00"
824,"2001-09-02 00:00:00","USD","CNY",8.2805,8.2797,"2001-09-02 00:00:00"
825,"2001-09-02 00:00:00","USD","DEM",1.9289,1.9283,"2001-09-02 00:00:00"
826,"2001-09-02 00:00:00","USD","EUR",0.9861,0.9859,"2001-09-02 00:00:00"
827,"2001-09-02 00:00:00","USD","FRF",6.4692,6.4688,"2001-09-02 00:00:00"
828,"2001-09-02 00:00:00","USD","GBP",0.6116,0.6109,"2001-09-02 00:00:00"
829,"2001-09-02 00:00:00","USD","JPY",105.906,105.854,"2001-09-02 00:00:00"
830,"2001-09-02 00:00:00","USD","MXN",9.4299,9.4269,"2001-09-02 00:00:00"
831,"2001-09-02 00:00:00","USD","SAR",3.7503,3.745,"2001-09-02 00:00:00"
832,"2001-09-02 00:00:00","USD","VEB",651.85,651.84,"2001-09-02 00:00:00"
833,"2001-09-03 00:00:00","USD","ARS",0.9999,1.0004,"2001-09-03 00:00:00"
834,"2001-09-03 00:00:00","USD","AUD",1.5041,1.5045,"2001-09-03 00:00:00"
835,"2001-09-03 00:00:00","USD","BRL",1.794,1.8,"2001-09-03 00:00:00"
836,"2001-09-03 00:00:00","USD","CAD",1.4501,1.46,"2001-09-03 00:00:00"
837,"2001-09-03 00:00:00","USD","CNY",8.28,8.2809,"2001-09-03 00:00:00"
838,"2001-09-03 00:00:00","USD","DEM",1.934,1.9346,"2001-09-03 00:00:00"
839,"2001-09-03 00:00:00","USD","EUR",0.9889,0.9899,"2001-09-03 00:00:00"
840,"2001-09-03 00:00:00","USD","FRF",6.4866,6.4877,"2001-09-03 00:00:00"
841,"2001-09-03 00:00:00","USD","GBP",0.6128,0.6128,"2001-09-03 00:00:00"
842,"2001-09-03 00:00:00","USD","JPY",104.896,104.896,"2001-09-03 00:00:00"
843,"2001-09-03 00:00:00","USD","MXN",9.429,9.4339,"2001-09-03 00:00:00"
844,"2001-09-03 00:00:00","USD","SAR",3.7504,3.7536,"2001-09-03 00:00:00"
845,"2001-09-03 00:00:00","USD","VEB",652.25,652.2899,"2001-09-03 00:00:00"
846,"2001-09-04 00:00:00","USD","ARS",0.9999,0.999,"2001-09-04 00:00:00"
847,"2001-09-04 00:00:00","USD","AUD",1.5017,1.5012,"2001-09-04 00:00:00"
848,"2001-09-04 00:00:00","USD","BRL",1.7929,1.788,"2001-09-04 00:00:00"
849,"2001-09-04 00:00:00","USD","CAD",1.4507,1.4409,"2001-09-04 00:00:00"
850,"2001-09-04 00:00:00","USD","CNY",8.28,8.2791,"2001-09-04 00:00:00"
851,"2001-09-04 00:00:00","USD","DEM",1.9307,1.9303,"2001-09-04 00:00:00"
852,"2001-09-04 00:00:00","USD","EUR",0.987,0.9862,"2001-09-04 00:00:00"
853,"2001-09-04 00:00:00","USD","FRF",6.4752,6.4749,"2001-09-04 00:00:00"
854,"2001-09-04 00:00:00","USD","GBP",0.6109,0.6102,"2001-09-04 00:00:00"
855,"2001-09-04 00:00:00","USD","JPY",105.744,105.693,"2001-09-04 00:00:00"
856,"2001-09-04 00:00:00","USD","MXN",9.4183,9.4139,"2001-09-04 00:00:00"
857,"2001-09-04 00:00:00","USD","SAR",3.7505,3.7498,"2001-09-04 00:00:00"
858,"2001-09-04 00:00:00","USD","VEB",653.1,653.0199,"2001-09-04 00:00:00"
859,"2001-09-05 00:00:00","USD","ARS",0.9998,1.0001,"2001-09-05 00:00:00"
860,"2001-09-05 00:00:00","USD","AUD",1.5074,1.5082,"2001-09-05 00:00:00"
861,"2001-09-05 00:00:00","USD","BRL",1.792,1.798,"2001-09-05 00:00:00"
862,"2001-09-05 00:00:00","USD","CAD",1.452,1.4556,"2001-09-05 00:00:00"
863,"2001-09-05 00:00:00","USD","CNY",8.2805,8.2813,"2001-09-05 00:00:00"
864,"2001-09-05 00:00:00","USD","DEM",1.9321,1.9325,"2001-09-05 00:00:00"
865,"2001-09-05 00:00:00","USD","EUR",0.9879,0.9883,"2001-09-05 00:00:00"
866,"2001-09-05 00:00:00","USD","FRF",6.4804,6.4804,"2001-09-05 00:00:00"
867,"2001-09-05 00:00:00","USD","GBP",0.6084,0.6092,"2001-09-05 00:00:00"
868,"2001-09-05 00:00:00","USD","JPY",105.399,105.4929,"2001-09-05 00:00:00"
869,"2001-09-05 00:00:00","USD","MXN",9.4137,9.423,"2001-09-05 00:00:00"
870,"2001-09-05 00:00:00","USD","SAR",3.7505,3.7555,"2001-09-05 00:00:00"
871,"2001-09-05 00:00:00","USD","VEB",653.0,653.0499,"2001-09-05 00:00:00"
872,"2001-09-06 00:00:00","USD","ARS",0.9998,0.9996,"2001-09-06 00:00:00"
873,"2001-09-06 00:00:00","USD","AUD",1.5027,1.5024,"2001-09-06 00:00:00"
874,"2001-09-06 00:00:00","USD","BRL",1.784,1.7789,"2001-09-06 00:00:00"
875,"2001-09-06 00:00:00","USD","CAD",1.4474,1.4413,"2001-09-06 00:00:00"
876,"2001-09-06 00:00:00","USD","CNY",8.2802,8.2792,"2001-09-06 00:00:00"
877,"2001-09-06 00:00:00","USD","DEM",1.9228,1.9228,"2001-09-06 00:00:00"
878,"2001-09-06 00:00:00","USD","EUR",0.983,0.9829,"2001-09-06 00:00:00"
879,"2001-09-06 00:00:00","USD","FRF",6.4486,6.4481,"2001-09-06 00:00:00"
880,"2001-09-06 00:00:00","USD","GBP",0.6046,0.6041,"2001-09-06 00:00:00"
881,"2001-09-06 00:00:00","USD","JPY",105.33,105.261,"2001-09-06 00:00:00"
882,"2001-09-06 00:00:00","USD","MXN",9.4407,9.435,"2001-09-06 00:00:00"
883,"2001-09-06 00:00:00","USD","SAR",3.7505,3.7452,"2001-09-06 00:00:00"
884,"2001-09-06 00:00:00","USD","VEB",653.55,653.5,"2001-09-06 00:00:00"
885,"2001-09-07 00:00:00","USD","ARS",0.9995,1.0001,"2001-09-07 00:00:00"
886,"2001-09-07 00:00:00","USD","AUD",1.5101,1.5106,"2001-09-07 00:00:00"
887,"2001-09-07 00:00:00","USD","BRL",1.7729,1.7769,"2001-09-07 00:00:00"
888,"2001-09-07 00:00:00","USD","CAD",1.4415,1.446,"2001-09-07 00:00:00"
889,"2001-09-07 00:00:00","USD","CNY",8.2803,8.2812,"2001-09-07 00:00:00"
890,"2001-09-07 00:00:00","USD","DEM",1.9386,1.9389,"2001-09-07 00:00:00"
891,"2001-09-07 00:00:00","USD","EUR",0.9911,0.9919,"2001-09-07 00:00:00"
892,"2001-09-07 00:00:00","USD","FRF",6.5016,6.5019,"2001-09-07 00:00:00"
893,"2001-09-07 00:00:00","USD","GBP",0.6065,0.607,"2001-09-07 00:00:00"
894,"2001-09-07 00:00:00","USD","JPY",104.85,104.919,"2001-09-07 00:00:00"
895,"2001-09-07 00:00:00","USD","MXN",9.48,9.486,"2001-09-07 00:00:00"
896,"2001-09-07 00:00:00","USD","SAR",3.7505,3.7593,"2001-09-07 00:00:00"
897,"2001-09-07 00:00:00","USD","VEB",653.0099,653.0499,"2001-09-07 00:00:00"
898,"2001-09-08 00:00:00","USD","ARS",0.9995,0.999,"2001-09-08 00:00:00"
899,"2001-09-08 00:00:00","USD","AUD",1.5076,1.5075,"2001-09-08 00:00:00"
900,"2001-09-08 00:00:00","USD","BRL",1.7729,1.766,"2001-09-08 00:00:00"
901,"2001-09-08 00:00:00","USD","CAD",1.4415,1.4335,"2001-09-08 00:00:00"
902,"2001-09-08 00:00:00","USD","CNY",8.2803,8.2799,"2001-09-08 00:00:00"
903,"2001-09-08 00:00:00","USD","DEM",1.9386,1.9377,"2001-09-08 00:00:00"
904,"2001-09-08 00:00:00","USD","EUR",0.9911,0.9903,"2001-09-08 00:00:00"
905,"2001-09-08 00:00:00","USD","FRF",6.5016,6.5012,"2001-09-08 00:00:00"
906,"2001-09-08 00:00:00","USD","GBP",0.6065,0.6062,"2001-09-08 00:00:00"
907,"2001-09-08 00:00:00","USD","JPY",104.85,104.781,"2001-09-08 00:00:00"
908,"2001-09-08 00:00:00","USD","MXN",9.468,9.4659,"2001-09-08 00:00:00"
909,"2001-09-08 00:00:00","USD","SAR",3.7505,3.7408,"2001-09-08 00:00:00"
910,"2001-09-08 00:00:00","USD","VEB",653.0099,652.94,"2001-09-08 00:00:00"
911,"2001-09-09 00:00:00","USD","ARS",0.9995,1.0,"2001-09-09 00:00:00"
912,"2001-09-09 00:00:00","USD","AUD",1.5076,1.5085,"2001-09-09 00:00:00"
913,"2001-09-09 00:00:00","USD","BRL",1.7729,1.776,"2001-09-09 00:00:00"
914,"2001-09-09 00:00:00","USD","CAD",1.4415,1.445,"2001-09-09 00:00:00"
915,"2001-09-09 00:00:00","USD","CNY",8.2803,8.2803,"2001-09-09 00:00:00"
916,"2001-09-09 00:00:00","USD","DEM",1.9386,1.9395,"2001-09-09 00:00:00"
917,"2001-09-09 00:00:00","USD","EUR",0.9911,0.9915,"2001-09-09 00:00:00"
918,"2001-09-09 00:00:00","USD","FRF",6.5016,6.5016,"2001-09-09 00:00:00"
919,"2001-09-09 00:00:00","USD","GBP",0.6065,0.6069,"2001-09-09 00:00:00"
920,"2001-09-09 00:00:00","USD","JPY",105.261,105.264,"2001-09-09 00:00:00"
921,"2001-09-09 00:00:00","USD","MXN",9.468,9.4749,"2001-09-09 00:00:00"
922,"2001-09-09 00:00:00","USD","SAR",3.7505,3.7564,"2001-09-09 00:00:00"
923,"2001-09-09 00:00:00","USD","VEB",653.0099,653.1,"2001-09-09 00:00:00"
924,"2001-09-10 00:00:00","USD","ARS",0.9999,0.9996,"2001-09-10 00:00:00"
925,"2001-09-10 00:00:00","USD","AUD",1.529,1.5281,"2001-09-10 00:00:00"
926,"2001-09-10 00:00:00","USD","BRL",1.7729,1.768,"2001-09-10 00:00:00"
927,"2001-09-10 00:00:00","USD","CAD",1.4433,1.4393,"2001-09-10 00:00:00"
928,"2001-09-10 00:00:00","USD","CNY",8.2797,8.2796,"2001-09-10 00:00:00"
929,"2001-09-10 00:00:00","USD","DEM",1.9435,1.9433,"2001-09-10 00:00:00"
930,"2001-09-10 00:00:00","USD","EUR",0.9937,0.993,"2001-09-10 00:00:00"
931,"2001-09-10 00:00:00","USD","FRF",6.5183,6.5179,"2001-09-10 00:00:00"
932,"2001-09-10 00:00:00","USD","GBP",0.6057,0.6054,"2001-09-10 00:00:00"
933,"2001-09-10 00:00:00","USD","JPY",105.685,105.63,"2001-09-10 00:00:00"
934,"2001-09-10 00:00:00","USD","MXN",9.5312,9.5259,"2001-09-10 00:00:00"
935,"2001-09-10 00:00:00","USD","SAR",3.7505,3.7423,"2001-09-10 00:00:00"
936,"2001-09-10 00:00:00","USD","VEB",654.45,654.4199,"2001-09-10 00:00:00"
937,"2001-09-11 00:00:00","USD","ARS",0.9998,1.0001,"2001-09-11 00:00:00"
938,"2001-09-11 00:00:00","USD","AUD",1.526,1.5266,"2001-09-11 00:00:00"
939,"2001-09-11 00:00:00","USD","BRL",1.7769,1.778,"2001-09-11 00:00:00"
940,"2001-09-11 00:00:00","USD","CAD",1.4376,1.4438,"2001-09-11 00:00:00"
941,"2001-09-11 00:00:00","USD","CNY",8.2794,8.28,"2001-09-11 00:00:00"
942,"2001-09-11 00:00:00","USD","DEM",1.9537,1.9543,"2001-09-11 00:00:00"
943,"2001-09-11 00:00:00","USD","EUR",0.9989,0.9993,"2001-09-11 00:00:00"
944,"2001-09-11 00:00:00","USD","FRF",6.5522,6.5525,"2001-09-11 00:00:00"
945,"2001-09-11 00:00:00","USD","GBP",0.608,0.6086,"2001-09-11 00:00:00"
946,"2001-09-11 00:00:00","USD","JPY",106.021,106.033,"2001-09-11 00:00:00"
947,"2001-09-11 00:00:00","USD","MXN",9.5292,9.5359,"2001-09-11 00:00:00"
948,"2001-09-11 00:00:00","USD","SAR",3.7507,3.7561,"2001-09-11 00:00:00"
949,"2001-09-11 00:00:00","USD","VEB",654.5,654.5399,"2001-09-11 00:00:00"
950,"2001-09-12 00:00:00","USD","ARS",0.9998,0.9989,"2001-09-12 00:00:00"
